department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
Procurement,region_23,Bachelors,m,other,4,32,2,3,1,0,64,N
Sales & Marketing,region_2,Bachelors,m,other,1,53,2,3,0,1,50,N
Analytics,region_4,Master & above,m,other,1,32,3,9,1,0,81,Y
Sales & Marketing,region_2,Master & above,f,other,2,37,3,9,0,0,54,N
Operations,region_23,Bachelors,m,sourcing,1,29,4,6,0,1,86,Y
Operations,region_1,Master & above,f,sourcing,2,31,4,6,0,0,58,N
Operations,region_7,Master & above,f,other,2,33,4,8,1,0,90,Y
Procurement,region_15,Bachelors,f,other,1,37,1,5,1,0,68,N
Technology,region_22,Bachelors,m,other,1,28,4,5,1,0,82,N
Procurement,region_13,Bachelors,f,other,2,28,5,7,1,0,69,N
Sales & Marketing,region_28,Master & above,m,other,5,39,2,8,0,0,50,N
Operations,region_2,Bachelors,m,other,1,32,3,4,0,0,58,N
Sales & Marketing,region_15,Bachelors,m,other,1,35,3,5,1,0,55,N
Analytics,region_28,Bachelors,m,sourcing,2,33,5,4,1,0,86,N
Sales & Marketing,region_3,Master & above,m,other,1,36,3,2,0,0,49,N
Sales & Marketing,region_2,Master & above,m,other,2,34,3,7,0,0,50,N
Finance,region_24,Bachelors,m,other,1,32,3,5,0,0,57,N
Sales & Marketing,region_29,Bachelors,m,other,1,37,3,7,0,0,48,N
HR,region_2,Master & above,m,referred,1,53,3,4,0,1,88,Y
Operations,region_7,Bachelors,m,other,1,31,1,5,1,1,63,N
Technology,region_28,Bachelors,m,other,1,28,3,2,1,0,74,N
Sales & Marketing,region_1,Master & above,f,other,2,37,3,5,0,0,53,N
Sales & Marketing,region_25,Master & above,m,other,1,34,5,7,1,0,46,N
Sales & Marketing,region_22,Bachelors,m,sourcing,3,26,4,2,1,0,62,Y
Technology,region_31,Bachelors,m,other,2,28,3,2,0,0,78,N
Procurement,region_17,Bachelors,f,other,1,28,5,4,1,0,66,N
Technology,region_16,Master & above,f,sourcing,1,36,3,8,0,0,82,N
Procurement,region_2,Bachelors,f,other,1,43,4,7,1,0,73,N
HR,region_22,Bachelors,f,sourcing,1,25,3,2,0,0,55,N
Analytics,region_2,Bachelors,m,other,2,31,5,5,0,0,88,N
Procurement,region_2,Master & above,f,sourcing,1,46,3,4,1,0,72,N
Sales & Marketing,region_26,Bachelors,f,sourcing,1,27,3,7,0,0,49,N
Procurement,region_27,Bachelors,m,other,4,26,3,3,0,0,68,N
HR,region_2,Bachelors,m,other,1,49,3,18,0,0,51,N
Sales & Marketing,region_7,Bachelors,m,sourcing,1,52,2,6,0,0,44,N
HR,region_2,Bachelors,m,referred,1,28,4,4,0,0,50,N
Sales & Marketing,region_7,Bachelors,m,sourcing,3,27,3,6,0,0,47,N
Operations,region_2,Bachelors,m,sourcing,1,40,4,6,0,0,60,N
Procurement,region_4,Master & above,f,other,3,32,2,5,0,0,72,N
Operations,region_2,Master & above,f,other,2,51,1,7,1,0,58,N
Operations,region_6,Bachelors,m,other,1,32,5,4,0,0,60,N
HR,region_11,Bachelors,m,other,2,31,5,4,1,0,51,N
Operations,region_4,Master & above,m,other,1,27,5,5,1,0,59,N
Sales & Marketing,region_19,Bachelors,f,other,1,35,1,8,0,0,53,N
Operations,region_32,Bachelors,f,other,1,30,3,5,0,0,56,N
Sales & Marketing,region_7,Bachelors,m,sourcing,1,38,4,10,1,0,47,N
Technology,region_19,Bachelors,m,other,1,39,3,11,0,0,77,N
Analytics,region_23,Bachelors,m,other,1,29,1,2,0,1,86,N
Sales & Marketing,region_13,Master & above,m,other,1,38,4,4,0,0,57,N
Sales & Marketing,region_7,Master & above,m,sourcing,2,35,1,4,0,0,47,N
Sales & Marketing,region_26,Bachelors,m,sourcing,1,31,3,6,0,0,50,N
Procurement,region_26,Bachelors,m,other,1,28,1,4,0,0,71,N
Analytics,region_22,Bachelors,m,sourcing,2,30,5,6,0,0,82,Y
Sales & Marketing,region_7,Master & above,m,sourcing,2,35,4,8,1,0,50,Y
Finance,region_22,Master & above,m,sourcing,1,38,4,8,0,0,61,N
Operations,region_2,Bachelors,m,other,1,31,5,2,1,0,57,N
Operations,region_32,Bachelors,f,sourcing,1,33,4,2,0,0,63,N
Sales & Marketing,region_2,Bachelors,m,other,1,51,5,23,0,0,50,N
Operations,region_14,Bachelors,m,other,1,39,2,8,0,0,63,N
Operations,region_26,Bachelors,m,other,1,28,5,3,1,0,61,Y
Sales & Marketing,region_28,Bachelors,m,referred,1,27,5,3,1,0,49,N
Legal,region_2,Master & above,m,sourcing,1,43,4,7,0,0,61,N
Sales & Marketing,region_9,Bachelors,m,other,2,30,3,6,0,0,53,N
Operations,region_22,Bachelors,m,other,1,38,5,2,1,0,58,Y
Sales & Marketing,region_26,Bachelors,m,other,1,34,1,4,0,0,51,N
Procurement,region_2,Bachelors,f,sourcing,1,55,5,4,1,0,73,N
Operations,region_16,Bachelors,f,sourcing,1,28,4,5,1,0,56,N
Technology,region_31,Bachelors,f,other,1,33,3,9,0,0,75,N
Technology,region_20,Master & above,f,other,1,31,3,8,0,0,81,N
Operations,region_29,Master & above,m,other,1,41,3,10,0,0,59,N
Procurement,region_12,Master & above,m,other,1,37,3,7,0,0,70,N
Sales & Marketing,region_14,Bachelors,m,sourcing,1,26,3,5,1,0,44,Y
Analytics,region_8,Bachelors,m,other,1,25,3,2,1,0,89,Y
Procurement,region_2,Master & above,f,other,1,34,3,7,1,0,71,Y
Procurement,region_11,Master & above,f,sourcing,1,40,5,10,1,0,65,Y
Legal,region_16,Bachelors,m,other,1,34,2,2,1,0,59,N
Technology,region_26,Master & above,m,other,1,36,1,3,1,0,80,N
Technology,region_7,Master & above,m,sourcing,1,42,2,7,0,0,77,N
Procurement,region_2,Master & above,f,other,1,51,3,9,1,0,67,N
Operations,region_8,Bachelors,f,sourcing,1,26,3,4,1,1,55,N
Operations,region_22,Bachelors,m,other,1,47,2,16,0,0,63,N
Operations,region_19,Bachelors,m,other,1,36,3,3,0,0,62,N
Sales & Marketing,region_7,Bachelors,f,sourcing,3,40,3,5,1,0,46,N
Sales & Marketing,region_28,Bachelors,m,other,1,32,5,5,0,0,49,N
Sales & Marketing,region_27,Bachelors,m,other,2,41,1,7,0,0,49,N
Operations,region_2,Bachelors,f,sourcing,1,31,2,5,1,0,61,N
Technology,region_2,Bachelors,f,other,3,30,4,5,1,0,76,N
R&D,region_4,Master & above,m,sourcing,1,44,4,15,1,0,82,N
Procurement,region_2,Bachelors,m,other,1,30,5,2,1,0,72,Y
Analytics,region_23,Master & above,m,other,1,40,1,7,0,0,84,N
Technology,region_26,Bachelors,m,referred,1,29,5,2,1,0,84,N
Technology,region_31,Bachelors,m,other,1,33,1,5,0,0,84,N
Analytics,region_2,Bachelors,m,sourcing,1,49,3,19,0,0,83,N
Technology,region_22,Bachelors,m,other,1,40,1,4,0,0,78,N
Legal,region_20,Bachelors,m,other,1,30,4,3,1,0,63,N
Finance,region_16,Bachelors,f,other,1,31,5,6,1,0,62,N
Procurement,region_10,Master & above,f,other,1,34,4,3,1,0,70,N
Finance,region_4,Master & above,m,other,1,40,3,11,0,0,61,N
Procurement,region_31,Bachelors,f,sourcing,2,38,3,11,0,0,74,N
Technology,region_22,Master & above,f,other,1,38,3,5,0,0,78,N
Sales & Marketing,region_17,Bachelors,m,other,1,38,3,5,1,0,51,N
Procurement,region_11,Master & above,f,other,1,31,5,7,1,0,68,N
Sales & Marketing,region_27,Bachelors,f,sourcing,2,29,1,3,0,0,49,N
Operations,region_1,Bachelors,m,sourcing,1,36,4,9,1,0,56,N
Sales & Marketing,region_2,Bachelors,f,sourcing,3,46,1,17,0,0,46,N
Technology,region_27,Bachelors,m,other,4,28,3,5,1,0,85,N
Operations,region_26,Master & above,f,sourcing,1,34,3,4,0,0,65,N
Sales & Marketing,region_27,Bachelors,m,other,1,36,5,9,1,0,52,N
Sales & Marketing,region_24,Bachelors,m,sourcing,1,30,1,3,1,0,50,N
Analytics,region_7,Master & above,m,sourcing,1,45,5,7,0,0,84,N
Sales & Marketing,region_2,Bachelors,f,other,1,46,5,4,0,0,46,N
Sales & Marketing,region_11,Bachelors,m,other,1,33,5,3,1,0,49,N
Sales & Marketing,region_13,Bachelors,m,other,1,37,5,9,0,0,51,N
Sales & Marketing,region_2,Bachelors,m,other,2,40,3,3,1,0,51,N
Sales & Marketing,region_11,Bachelors,m,other,1,28,1,4,0,0,51,N
Finance,region_2,Bachelors,m,other,1,27,4,2,1,0,61,N
HR,region_7,Bachelors,m,other,1,36,5,8,1,0,51,N
Procurement,region_23,Master & above,f,other,1,34,4,4,0,0,67,N
Legal,region_7,Bachelors,m,other,1,33,5,4,0,0,62,N
R&D,region_27,Master & above,m,other,2,30,3,7,0,0,89,N
Sales & Marketing,region_2,Master & above,f,other,1,45,2,2,0,0,49,N
Sales & Marketing,region_13,Bachelors,m,other,1,48,3,6,0,0,50,N
Operations,region_20,Bachelors,f,other,1,30,3,9,1,0,61,N
Operations,region_2,Master & above,f,other,1,46,5,17,1,0,58,N
R&D,region_2,Master & above,m,other,3,36,3,4,0,0,84,N
Sales & Marketing,region_7,Master & above,m,sourcing,2,43,1,10,0,0,53,N
Finance,region_2,Bachelors,m,other,2,31,3,5,1,0,60,N
Operations,region_22,Bachelors,f,other,1,33,3,5,1,1,58,Y
R&D,region_2,Bachelors,f,other,1,36,5,8,0,0,82,N
Procurement,region_16,Bachelors,f,sourcing,2,30,3,6,1,0,67,N
Sales & Marketing,region_1,Master & above,m,other,2,33,3,3,0,0,49,N
Sales & Marketing,region_28,Master & above,m,sourcing,1,33,3,7,0,0,53,N
Procurement,region_16,Master & above,f,sourcing,1,39,3,4,0,0,72,N
R&D,region_22,Bachelors,m,sourcing,2,34,5,7,1,0,85,N
Procurement,region_2,Below Secondary,f,other,2,24,3,2,1,0,71,Y
Operations,region_4,Bachelors,m,other,1,40,5,11,0,1,67,Y
Analytics,region_22,Master & above,f,other,1,37,3,5,0,0,84,N
Technology,region_7,Master & above,f,other,2,37,4,3,1,0,83,N
Analytics,region_22,Master & above,m,other,1,33,4,6,1,0,85,N
Operations,region_2,Bachelors,m,other,1,30,4,2,1,0,62,N
Technology,region_2,Bachelors,f,other,1,30,5,4,0,0,91,Y
Procurement,region_32,Bachelors,m,sourcing,1,27,3,4,0,0,68,N
Procurement,region_1,Bachelors,f,other,1,27,3,5,0,0,66,N
Analytics,region_20,Bachelors,m,sourcing,1,33,4,7,0,0,85,N
Operations,region_7,Bachelors,f,other,1,28,5,3,1,0,61,N
Technology,region_15,Master & above,m,other,3,32,3,2,0,0,75,N
Operations,region_27,Master & above,m,other,1,34,2,7,0,0,57,N
Sales & Marketing,region_4,Master & above,f,other,1,38,3,3,1,0,51,N
Operations,region_7,Bachelors,f,sourcing,1,30,2,5,0,0,61,N
HR,region_26,Bachelors,m,sourcing,1,29,5,4,0,0,49,N
Operations,region_15,Bachelors,f,other,1,48,5,12,1,0,61,N
Operations,region_4,Master & above,f,other,1,38,4,10,1,0,59,N
Operations,region_26,Master & above,f,other,1,45,5,10,0,0,59,N
Sales & Marketing,region_11,Bachelors,m,sourcing,1,36,4,7,0,0,52,N
Procurement,region_13,Master & above,m,other,1,36,1,5,0,0,73,N
Analytics,region_31,Bachelors,m,sourcing,2,31,3,5,0,0,79,N
R&D,region_22,Master & above,m,other,1,32,5,4,1,0,86,Y
Sales & Marketing,region_7,Bachelors,m,other,2,32,1,5,0,0,48,N
Operations,region_27,Master & above,m,other,1,35,3,3,0,0,57,N
Analytics,region_7,Bachelors,m,sourcing,1,37,5,7,0,0,83,N
Technology,region_7,Bachelors,f,other,1,35,3,2,0,0,81,N
Procurement,region_27,Master & above,f,sourcing,1,32,3,7,1,1,90,Y
Technology,region_27,Bachelors,m,sourcing,1,36,3,8,0,0,80,N
Sales & Marketing,region_7,Master & above,f,sourcing,3,32,1,4,0,0,54,N
Operations,region_2,Master & above,m,sourcing,1,59,1,7,0,0,60,N
Procurement,region_10,Bachelors,f,other,1,30,5,5,0,1,85,Y
Sales & Marketing,region_11,Bachelors,m,sourcing,1,26,2,4,1,0,47,N
Operations,region_2,Bachelors,m,other,1,31,3,4,0,0,56,N
Operations,region_27,Bachelors,m,other,1,27,5,4,1,0,58,N
Analytics,region_4,Bachelors,f,sourcing,1,29,1,3,1,0,87,Y
Sales & Marketing,region_31,Bachelors,m,other,1,31,2,7,0,0,53,N
Finance,region_26,Bachelors,m,other,1,32,3,6,0,0,56,N
Procurement,region_11,Bachelors,f,other,1,26,1,2,0,0,69,N
Operations,region_22,Bachelors,m,referred,1,37,3,4,1,0,56,N
Operations,region_22,Bachelors,m,other,1,58,3,16,0,0,57,N
HR,region_7,Bachelors,f,sourcing,1,31,3,5,1,0,50,N
Operations,region_22,Bachelors,f,sourcing,1,26,5,4,1,0,61,N
Operations,region_23,Master & above,f,other,1,35,5,4,1,0,58,N
Procurement,region_14,Master & above,m,other,1,33,5,3,1,0,71,N
HR,region_25,Bachelors,f,other,1,28,1,3,0,0,51,N
Analytics,region_28,Bachelors,m,sourcing,1,39,5,3,1,0,81,N
Sales & Marketing,region_4,Master & above,m,sourcing,1,42,5,14,0,0,53,N
Sales & Marketing,region_2,Bachelors,m,other,1,26,5,4,0,0,50,N
Sales & Marketing,region_11,Bachelors,m,other,1,35,1,4,0,0,48,N
Operations,region_7,Bachelors,f,sourcing,2,33,4,2,1,0,61,N
Sales & Marketing,region_7,Bachelors,m,other,3,28,2,3,0,0,47,N
Technology,region_13,Bachelors,m,sourcing,1,32,3,4,0,0,84,N
Sales & Marketing,region_22,Bachelors,m,other,2,42,1,7,0,0,43,N
Operations,region_13,Bachelors,m,other,1,28,3,2,1,0,57,Y
Technology,region_26,Master & above,m,other,1,32,5,4,1,0,81,N
Technology,region_4,Bachelors,f,other,1,29,3,2,0,0,80,N
Sales & Marketing,region_2,Bachelors,m,referred,1,34,4,2,1,0,54,N
Operations,region_22,Bachelors,f,sourcing,1,40,5,7,1,0,65,Y
Operations,region_4,Bachelors,f,other,1,36,5,7,0,0,57,N
Procurement,region_2,Bachelors,f,other,1,41,3,14,0,0,72,N
Sales & Marketing,region_15,Bachelors,f,sourcing,1,35,3,8,0,0,46,N
Operations,region_21,Bachelors,m,other,1,36,5,8,1,0,57,N
Operations,region_2,Master & above,f,other,1,46,3,7,0,0,57,N
Analytics,region_11,Bachelors,m,sourcing,1,26,5,2,1,0,78,N
Finance,region_2,Bachelors,f,other,3,31,3,5,0,0,61,N
Sales & Marketing,region_12,Bachelors,m,other,1,39,2,4,0,0,49,N
Sales & Marketing,region_2,Master & above,m,sourcing,2,41,4,3,0,0,53,N
Sales & Marketing,region_28,Master & above,f,sourcing,1,33,5,6,1,0,50,N
HR,region_4,Master & above,f,other,1,31,5,3,1,0,51,N
HR,region_22,Master & above,m,other,1,36,1,7,0,0,50,N
Operations,region_2,Bachelors,f,other,1,43,4,4,1,0,64,N
Operations,region_4,Master & above,m,other,1,44,5,9,1,0,59,N
Sales & Marketing,region_2,Bachelors,m,referred,1,28,5,2,1,0,52,N
Sales & Marketing,region_24,Bachelors,m,other,1,27,1,4,0,0,52,N
Sales & Marketing,region_33,Bachelors,f,other,2,31,3,6,0,0,53,N
Analytics,region_22,Bachelors,f,sourcing,1,30,4,2,1,0,86,N
Sales & Marketing,region_7,Master & above,m,sourcing,2,31,4,4,0,0,47,N
Procurement,region_15,Master & above,f,other,1,32,5,3,1,0,71,N
Operations,region_2,Bachelors,m,sourcing,1,49,3,6,1,0,60,N
Operations,region_23,Bachelors,f,other,1,38,3,3,1,1,63,N
Procurement,region_2,Bachelors,m,sourcing,6,38,3,7,0,0,68,N
Operations,region_2,Bachelors,f,sourcing,1,45,3,11,1,0,63,N
Sales & Marketing,region_24,Bachelors,m,other,1,36,2,3,0,0,51,N
Technology,region_7,Master & above,m,other,1,43,4,7,0,0,79,N
Operations,region_22,Bachelors,m,sourcing,1,38,3,9,0,0,57,N
Legal,region_31,Bachelors,m,other,1,30,1,5,0,0,60,N
Analytics,region_25,Master & above,m,other,2,36,5,7,1,0,85,N
Analytics,region_22,Bachelors,m,other,1,28,4,4,1,0,87,N
Sales & Marketing,region_2,Bachelors,f,other,1,25,5,2,1,0,48,N
Analytics,region_22,Bachelors,m,other,1,28,1,6,1,0,81,N
Legal,region_22,Bachelors,m,sourcing,1,37,4,6,0,0,55,N
Sales & Marketing,region_25,Bachelors,m,sourcing,1,29,5,7,0,0,49,N
Operations,region_15,Bachelors,m,sourcing,1,39,5,4,1,0,59,N
Technology,region_22,Bachelors,m,sourcing,1,29,4,2,1,0,91,Y
Finance,region_26,Bachelors,m,sourcing,1,33,4,3,1,0,59,N
Procurement,region_5,Bachelors,f,other,1,28,5,5,0,0,68,N
Legal,region_7,Bachelors,m,other,1,35,3,5,0,0,61,N
Technology,region_23,Master & above,f,other,1,40,4,9,0,0,75,N
Technology,region_7,Master & above,m,other,1,35,4,6,1,0,79,N
Operations,region_4,Bachelors,f,other,1,37,2,9,1,0,59,Y
Operations,region_23,Master & above,f,other,1,33,3,3,0,0,58,N
Technology,region_2,Master & above,f,other,1,55,3,16,0,0,81,N
Technology,region_13,Bachelors,f,sourcing,1,27,1,3,0,0,82,N
Analytics,region_2,Bachelors,m,sourcing,1,50,3,6,0,0,82,N
Finance,region_32,Bachelors,m,other,1,37,3,8,0,0,59,N
Technology,region_26,Bachelors,m,other,1,41,1,5,0,0,75,N
Sales & Marketing,region_30,Bachelors,m,other,1,43,5,3,1,0,52,N
Operations,region_4,Bachelors,f,sourcing,1,31,3,7,0,0,57,N
Analytics,region_7,Master & above,m,other,1,42,3,14,0,0,86,N
Procurement,region_4,Bachelors,f,other,1,29,3,3,1,0,70,N
Procurement,region_2,Bachelors,f,referred,1,32,3,3,0,0,83,Y
Legal,region_2,Bachelors,m,other,1,37,1,2,0,0,59,N
Technology,region_23,Bachelors,m,other,1,32,4,4,1,0,80,N
Operations,region_15,Bachelors,m,other,1,35,5,6,1,0,58,N
Procurement,region_2,Master & above,f,other,1,32,3,6,0,0,84,Y
Sales & Marketing,region_23,Bachelors,f,other,1,31,4,4,0,0,50,N
Analytics,region_22,Bachelors,m,sourcing,1,29,5,6,0,0,90,N
Operations,region_2,Master & above,f,sourcing,1,39,1,7,0,0,63,N
Procurement,region_15,Bachelors,m,sourcing,2,34,3,7,0,0,69,N
Operations,region_2,Bachelors,f,sourcing,1,49,5,9,1,0,60,N
Legal,region_13,Bachelors,m,other,1,31,3,3,0,0,57,N
Operations,region_31,Bachelors,m,sourcing,1,30,5,4,1,0,61,N
Finance,region_27,Bachelors,m,sourcing,2,36,4,2,1,0,58,N
Sales & Marketing,region_22,Bachelors,f,sourcing,1,35,5,5,0,0,50,N
Operations,region_27,Master & above,f,other,1,46,5,6,0,0,62,N
Operations,region_15,Master & above,m,sourcing,1,50,5,6,1,0,54,N
Operations,region_19,Bachelors,f,sourcing,1,37,4,3,0,0,64,N
Procurement,region_13,Bachelors,m,other,1,50,3,21,0,0,71,N
Sales & Marketing,region_2,Bachelors,m,other,1,53,5,3,1,0,50,N
Sales & Marketing,region_22,Master & above,f,other,1,33,3,3,0,0,48,N
Operations,region_22,Bachelors,m,referred,1,45,5,18,0,0,59,N
Sales & Marketing,region_27,Bachelors,m,other,1,33,2,9,1,0,43,N
Operations,region_28,Master & above,m,sourcing,1,32,4,6,0,0,61,N
Sales & Marketing,region_22,Bachelors,m,other,1,29,4,2,0,0,49,N
Analytics,region_2,Master & above,m,other,1,45,3,6,0,0,84,N
Operations,region_10,Master & above,f,sourcing,2,32,3,4,1,0,55,N
Sales & Marketing,region_22,Bachelors,m,other,1,26,5,3,0,0,47,N
Procurement,region_2,Bachelors,f,other,1,34,4,9,1,0,71,N
Sales & Marketing,region_22,Bachelors,f,sourcing,2,28,5,5,1,0,91,Y
Procurement,region_22,Bachelors,m,sourcing,2,35,3,9,0,0,71,N
Procurement,region_2,Below Secondary,m,other,1,25,5,2,0,0,69,N
Procurement,region_28,Bachelors,f,other,1,29,3,2,0,0,68,N
Technology,region_2,Bachelors,m,sourcing,1,35,3,3,0,0,80,N
Technology,region_7,Below Secondary,m,sourcing,1,24,4,2,1,0,85,N
Operations,region_2,Bachelors,f,other,1,48,5,20,1,0,58,N
Analytics,region_2,Bachelors,m,sourcing,1,37,1,10,0,0,79,N
HR,region_2,Master & above,f,other,1,43,3,14,0,0,51,N
Sales & Marketing,region_23,Bachelors,m,sourcing,1,25,5,2,1,0,51,N
Technology,region_2,Master & above,f,other,2,49,3,18,0,0,77,N
Sales & Marketing,region_16,Bachelors,m,other,1,39,4,10,1,0,48,N
Analytics,region_27,Bachelors,m,other,3,38,3,3,1,0,84,Y
Sales & Marketing,region_23,Bachelors,m,other,1,35,3,2,1,0,45,N
Technology,region_2,Bachelors,f,sourcing,3,30,5,2,1,0,85,N
Operations,region_30,Bachelors,m,sourcing,1,30,4,3,0,0,61,N
Sales & Marketing,region_2,Bachelors,m,sourcing,2,43,5,14,1,0,47,N
Technology,region_2,Master & above,m,referred,2,34,5,3,1,0,79,N
Operations,region_17,Bachelors,f,sourcing,1,34,4,2,0,0,70,Y
Sales & Marketing,region_22,Bachelors,m,sourcing,1,30,1,6,0,0,52,N
Sales & Marketing,region_22,Master & above,f,other,1,36,4,8,0,0,55,N
Operations,region_2,Bachelors,m,other,1,52,4,7,1,0,61,N
Operations,region_13,Bachelors,m,sourcing,1,40,5,3,1,0,55,N
Sales & Marketing,region_22,Bachelors,m,sourcing,1,29,5,6,0,0,50,N
Procurement,region_22,Bachelors,f,other,2,35,3,4,0,0,67,N
Technology,region_2,Master & above,f,other,1,40,1,11,0,0,82,N
Technology,region_14,Bachelors,f,other,1,35,3,10,0,0,86,N
Sales & Marketing,region_11,Bachelors,m,sourcing,1,36,4,8,1,0,52,N
Technology,region_13,Bachelors,f,sourcing,1,31,4,5,0,0,81,N
Procurement,region_2,Master & above,m,sourcing,1,56,3,2,0,0,67,N
Sales & Marketing,region_9,Bachelors,m,other,3,30,3,5,0,0,50,N
Sales & Marketing,region_22,Master & above,m,other,1,58,1,15,0,0,48,N
Finance,region_22,Bachelors,m,other,1,27,3,5,0,0,60,N
Sales & Marketing,region_2,Bachelors,f,other,2,31,2,2,0,0,54,N
Technology,region_34,Bachelors,m,sourcing,1,27,5,3,1,0,78,N
Sales & Marketing,region_2,Bachelors,f,sourcing,2,48,1,7,0,0,52,N
Procurement,region_30,Bachelors,f,other,2,36,3,7,0,0,74,N
Procurement,region_22,Master & above,m,sourcing,1,31,4,6,0,0,72,N
Analytics,region_9,Bachelors,m,other,1,27,3,1,1,0,87,N
Procurement,region_33,Bachelors,m,other,2,26,3,2,0,0,65,N
Operations,region_2,Bachelors,f,sourcing,1,57,4,14,1,0,59,N
Operations,region_14,Bachelors,m,sourcing,1,35,3,3,0,0,55,N
Sales & Marketing,region_7,Bachelors,f,sourcing,1,29,3,7,0,0,48,N
Technology,region_2,Bachelors,m,referred,1,38,5,8,1,0,77,N
Sales & Marketing,region_31,Bachelors,m,sourcing,1,34,3,4,1,0,48,N
Analytics,region_13,Bachelors,m,other,2,29,4,3,0,0,84,N
Technology,region_2,Bachelors,m,referred,1,39,3,6,0,0,78,N
R&D,region_25,Master & above,m,other,2,30,5,5,1,0,84,N
Finance,region_2,Master & above,f,other,1,51,5,15,0,0,78,Y
Sales & Marketing,region_4,Bachelors,m,sourcing,1,37,3,9,0,0,50,N
Sales & Marketing,region_31,Bachelors,m,sourcing,1,38,4,3,0,0,53,N
Sales & Marketing,region_25,Bachelors,m,other,1,28,2,4,0,0,50,N
Procurement,region_2,Master & above,f,sourcing,1,41,1,7,0,0,70,N
Operations,region_14,Master & above,m,other,1,44,4,7,1,0,63,N
Sales & Marketing,region_21,Bachelors,f,other,1,30,1,6,0,0,48,N
Sales & Marketing,region_17,Bachelors,m,sourcing,1,30,4,2,1,0,48,N
Operations,region_13,Master & above,m,other,1,33,4,4,1,0,58,N
Analytics,region_11,Bachelors,m,other,1,29,4,2,1,0,81,N
Technology,region_31,Master & above,m,other,1,41,3,5,0,0,79,N
Sales & Marketing,region_2,Bachelors,m,sourcing,1,56,1,21,0,0,47,N
Operations,region_2,Bachelors,m,sourcing,1,55,3,17,0,0,59,N
Finance,region_28,Master & above,m,sourcing,2,31,5,4,1,0,60,N
Sales & Marketing,region_2,Master & above,m,sourcing,2,36,3,4,1,0,48,N
Finance,region_26,Bachelors,m,other,1,33,3,2,0,0,61,N
Technology,region_2,Bachelors,f,other,2,32,2,5,0,0,82,N
Technology,region_2,Bachelors,m,other,1,32,3,9,0,0,88,Y
Sales & Marketing,region_29,Bachelors,m,sourcing,1,29,1,5,0,0,51,N
Sales & Marketing,region_14,Bachelors,m,other,2,37,3,10,0,0,48,N
Procurement,region_31,Bachelors,m,other,1,40,5,9,1,0,69,N
Sales & Marketing,region_4,Bachelors,m,sourcing,1,30,1,4,0,0,52,N
Technology,region_8,Master & above,m,sourcing,1,36,4,6,1,0,76,N
Sales & Marketing,region_2,Bachelors,m,sourcing,1,29,2,5,0,0,47,N
Sales & Marketing,region_5,Master & above,m,other,1,30,5,9,0,0,48,N
Operations,region_22,Bachelors,m,sourcing,1,31,4,4,0,0,56,N
Procurement,region_16,Master & above,f,other,1,34,3,4,0,0,67,N
HR,region_2,Bachelors,f,other,1,34,3,7,0,0,50,N
Operations,region_14,Master & above,m,sourcing,1,39,5,5,1,0,62,N
Sales & Marketing,region_13,Bachelors,m,other,2,28,1,5,0,0,50,N
Technology,region_9,Bachelors,m,sourcing,1,29,3,3,0,0,80,N
Analytics,region_2,Bachelors,f,other,1,28,3,1,0,0,84,N
R&D,region_22,Bachelors,m,sourcing,1,29,1,2,1,0,86,N
Operations,region_19,Bachelors,m,other,2,33,5,6,1,0,60,N
Operations,region_34,Bachelors,f,other,1,28,5,5,1,0,57,Y
Sales & Marketing,region_2,Bachelors,m,other,3,27,1,4,0,0,53,N
Procurement,region_22,Bachelors,f,other,1,31,1,6,0,0,72,N
Sales & Marketing,region_26,Bachelors,m,other,1,51,5,10,0,0,53,N
Sales & Marketing,region_29,Master & above,m,sourcing,3,36,2,8,0,0,52,N
Operations,region_22,Bachelors,m,other,2,37,5,10,0,0,64,N
